id_original,id_simple,Sample Date,Sample Year,Processing Date,Lake,Gear,Site,Time,Processing Crew,Species,Total length (mm),Weight (g),sex,mature,gonad wt (only M BG),Isotope ID,age,diet weight (g),diet contents (%),,Zooplankton,unknown benthic invert,vegetation,unknown terr invert,unknown fish,Mayfly nymph,Mayfly adult,Amphipod,Chironomid larvae,Oligochaete,Chironomid pupa,Chironomid adult,Diptera larvae,Diptera adult,YP,Megaloptera larvae,beetle,Crayfish,collembola,leech,Odonata nymph,Odonata adult,snail,CMM,BG,frog (tadpole_,frog (adult),BLN,caddisfly,LMB,LMB YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis spp,YOY (unknown),fish eggs,unknown,Notes
SB163_2019,SB163,4/27/19,2019,,SB,FYKE,C2,,UWSP,BLC,234,162,M,Y,NA,SB163_2019,,1.96,100% INVERTS,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB164_2019,SB164,4/27/19,2019,,SB,FYKE,C2,,UWSP,BLC,232,169,M,Y,NA,SB164_2019,,2.571,100% INVERTS,,,2.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB165_2019,SB165,4/27/19,2019,,SB,FYKE,C2,,UWSP,BLC,233,174,M,Y,NA,SB165_2019,,3.326,100% INVERTS,,,3.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB166_2019,SB166,4/27/19,2019,,SB,FYKE,C2,,UWSP,BLC,236,183,M,Y,NA,SB166_2019,,1.842,100% INVERTS,,,1.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB167_2019,SB167,4/27/19,2019,,SB,FYKE,C2,,UWSP,BLC,231,173,F,Y,NA,SB167_2019,,2.227,100% INVERTS,,,2.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB168_2019,SB168,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,150,35,M,Y,NA,SB168_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB169_2019,SB169,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,142,36,M,Y,NA,SB169_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB170_2019,SB170,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,166,56,M,Y,NA,SB170_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB171_2019,SB171,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,146,34,M,Y,NA,SB171_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB172_2019,SB172,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,169,54,M,Y,NA,SB172_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB173_2019,SB173,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,144,35,M,Y,NA,SB173_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB174_2019,SB174,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,126,26,M,Y,NA,SB174_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB175_2019,SB175,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,137,35,F,Y,NA,SB175_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB176_2019,SB176,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,145,37,M,Y,NA,SB176_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB177_2019,SB177,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,173,71,F,Y,NA,SB177_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB178_2019,SB178,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,156,53,F,Y,NA,SB178_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB179_2019,SB179,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,150,39,M,Y,NA,SB179_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB180_2019,SB180,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,143,36,M,Y,NA,SB180_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB181_2019,SB181,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,173,71,M,Y,NA,SB181_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB182_2019,SB182,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,152,42,M,Y,NA,SB182_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB183_2019,SB183,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,135,30,M,Y,NA,SB183_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB184_2019,SB184,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,164,50,M,Y,NA,SB184_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB185_2019,SB185,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,147,37,M,Y,NA,SB185_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB186_2019,SB186,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,158,50,M,Y,NA,SB186_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB187_2019,SB187,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,200,109,F,Y,NA,SB187_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB188_2019,SB188,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,205,145,F,Y,NA,SB188_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB189_2019,SB189,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,227,152,F,Y,NA,SB189_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB190_2019,SB190,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,185,91,F,Y,NA,SB190_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB191_2019,SB191,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,211,147,F,Y,NA,SB191_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB192_2019,SB192,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,206,138,F,Y,NA,SB192_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB193_2019,SB193,4/26/19,2019,,SB,FYKE,C1,,UWSP,YEP,208,135,F,Y,NA,SB193_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB194_2019,SB194,4/26/19,2019,,SB,FYKE,C1,,UWSP,BLG,122,29,UNK,N,NA,SB194_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB195_2019,SB195,4/26/19,2019,,SB,FYKE,C1,,UWSP,BLG,145,54,UNK,N,NA,SB195_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB196_2019,SB196,4/26/19,2019,,SB,FYKE,C1,,UWSP,BLG,181,104,F,Y,NA,SB196_2019,,0.827,100% INVERTS,,,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB197_2019,SB197,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLG,172,92,UNK,N,NA,SB197_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB198_2019,SB198,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLG,162,82,UNK,N,NA,SB198_2019,,0.16,100% INVERTS,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB199_2019,SB199,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLG,137,44,F,N,NA,SB199_2019,,0.193,100% INVERTS,,,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB200_2019,SB200,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLG,168,95,UNK,N,NA,SB200_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB201_2019,SB201,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLG,166,92,UNK,N,NA,SB201_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
SB202_2019,SB202,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLC,238,185,M,Y,NA,SB202_2019,,2.338,100% INVERT,,,2.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERT
SB203_2019,SB203,4/28/19,2019,,SB,FYKE,C1,,UWSP,BLC,226,163,F,Y,NA,SB203_2019,,2.001,100% INVERT,,,2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERT
SB204_2019,SB204,4/28/19,2019,,SB,FYKE,C1,,UWSP,YEP,220,153,F,Y,NA,SB204_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD311_2019,MCD311,5/5/19,2019,,MCD,FYKE,C2,,UWSP,LMB,326,502,M,Y,NA,MCD311_2019,,0.411,100% FISH,,,,,,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD312_2019,MCD312,5/5/19,2019,,MCD,FYKE,C2,,UWSP,BLC,230,179,M,Y,NA,MCD312_2019,,1.479,100% INVERTS,,,1.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD313_2019,MCD313,5/5/19,2019,,MCD,FYKE,C2,,UWSP,BLC,255,250,M,Y,NA,MCD313_2019,,3.285,"50% FISH, 50% INVERT",,,1.6425,,,1.6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50% FISH, 50% INVERT"
MCD314_2019,MCD314,5/4/19,2019,,MCD,FYKE,C3,,UWSP,PUS,87,12,UNK,N,NA,MCD314_2019,,0.085,100% INVERTS,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD315_2019,MCD315,5/4/19,2019,,MCD,FYKE,C2,,UWSP,PUS,156,75,UNK,N,NA,MCD315_2019,,0.125,100% INVERTS,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD316_2019,MCD316,5/9/19,2019,,MCD,FYKE,R5,,UWSP,PUS,99,19,UNK,N,NA,MCD316_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD317_2019,MCD317,5/9/19,2019,,MCD,FYKE,R5,,UWSP,PUS,91,14,UNK,N,NA,MCD317_2019,,0.015,100% INVERTS,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD318_2019,MCD318,5/9/19,2019,,MCD,FYKE,R5,,UWSP,PUS,90,13,UNK,N,NA,MCD318_2019,,0.069,100% INVERTS,,,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD319_2019,MCD319,5/9/19,2019,,MCD,FYKE,R5,,UWSP,LMB,199,109,F,N,NA,MCD319_2019,,0.314,100% INVERTS,,,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD320_2019,MCD320,5/9/19,2019,,MCD,FYKE,R5,,UWSP,ROC,93,52,UNK,N,NA,MCD320_2019,,2.2,100% INVERTS,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD321_2019,MCD321,5/9/19,2019,,MCD,FYKE,R5,,UWSP,ROC,142,62,UNK,N,NA,MCD321_2019,,1.398,100% INVERTS,,,1.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD322_2019,MCD322,5/9/19,2019,,MCD,FYKE,R5,,UWSP,ROC,128,46,UNK,N,NA,MCD322_2019,,0.812,100% INVERTS,,,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD323_2019,MCD323,5/9/19,2019,,MCD,FYKE,R5,,UWSP,ROC,186,142,M,Y,NA,MCD323_2019,,2.002,100% INVERTS,,,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD324_2019,MCD324,6/12/19,2019,,MCD,FYKE,R8,,UWSP,LMB,105,14,UNK,N,NA,MCD324_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD325_2019,MCD325,6/18/19,2019,,MCD,FYKE,R8,,UWSP,LMB,101,14,UNK,N,NA,MCD325_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD326_2019,MCD326,6/18/19,2019,,MCD,FYKE,R8,,UWSP,LMB,101,13,UNK,N,NA,MCD326_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD327_2019,MCD327,6/18/19,2019,,MCD,FYKE,R8,,UWSP,LMB,88,10,UNK,N,NA,MCD327_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD328_2019,MCD328,6/12/19,2019,,MCD,FYKE,R1A,,UWSP,ROC,90,26,M,N,NA,MCD328_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD329_2019,MCD329,5/4/19,2019,,MCD,FYKE,C1,,UWSP,ROC,187,150,M,Y,NA,MCD329_2019,,7.075,100% INVERTS (CRAYFISH),,,,,,,,,,,,,,,,,,,7.075,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS (CRAYFISH)
MCD330_2019,MCD330,5/4/19,2019,,MCD,FYKE,C1,,UWSP,ROC,140,58,UNK,N,NA,MCD330_2019,,0.512,100% INVERTS,,,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD331_2019,MCD331,5/4/19,2019,,MCD,FYKE,C1,,UWSP,ROC,142,64,F,Y,NA,MCD331_2019,,1.004,100% INVERTS,,,1.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD332_2019,MCD332,5/4/19,2019,,MCD,FYKE,C1,,UWSP,PUS,155,83,UNK,N,NA,MCD332_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD333_2019,MCD333,5/4/19,2019,,MCD,FYKE,C1,,UWSP,PUS,177,122,F,Y,NA,MCD333_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD334_2019,MCD334,5/4/19,2019,,MCD,FYKE,C1,,UWSP,BLG,97,13,UNK,N,NA,MCD334_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD335_2019,MCD335,6/14/19,2019,,MCD,FYKE,R1A,,UWSP,ROC,202,164,M,Y,NA,MCD335_2019,,0.08,100% INVERTS,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD336_2019,MCD336,5/5/19,2019,,MCD,FYKE,C5,,UWSP,ROC,151,80,F,Y,NA,MCD336_2019,,1.614,100% INVERTS,,,1.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD337_2019,MCD337,5/5/19,2019,,MCD,FYKE,C5,,UWSP,BLC,244,198,M,Y,NA,MCD337_2019,,1.876,100% INVERTS,,,1.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB205_2019,SB205,4/30/19,2019,,SB,FYKE,C1,,UWSP,BLG,146,58,F,N,NA,SB205_2019,,0.116,100% INVERTS,,,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB206_2019,SB206,4/30/19,2019,,SB,FYKE,C1,,UWSP,BLG,125,32,F,N,NA,SB206_2019,,0.247,100% INVERTS,,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB207_2019,SB207,4/30/19,2019,,SB,FYKE,C1,,UWSP,BLG,176,110,UNK,N,NA,SB207_2019,,0.422,100% INVERT,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERT
SB208_2019,SB208,4/30/19,2019,,SB,FYKE,C1,,UWSP,BLC,155,42,M,Y,NA,SB208_2019,,0.346,100% INVERTS,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB209_2019,SB209,4/30/19,2019,,SB,FYKE,C1,,UWSP,YEP,120,23,M,Y,NA,SB209_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB210_2019,SB210,4/30/19,2019,,SB,FYKE,C2,,UWSP,BLG,145,53,F,N,NA,SB210_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB211_2019,SB211,4/30/19,2019,,SB,FYKE,C2,,UWSP,BLG,159,67,UNK,N,NA,SB211_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB212_2019,SB212,4/30/19,2019,,SB,FYKE,C2,,UWSP,BLG,167,82,UNK,N,NA,SB212_2019,,0.332,100% INVERTS,,,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB213_2019,SB213,4/30/19,2019,,SB,FYKE,C2,,UWSP,YEP,176,68,M,Y,NA,SB213_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB214_2019,SB214,4/30/19,2019,,SB,FYKE,C2,,UWSP,YEP,180,84,F,Y,NA,SB214_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB215_2019,SB215,4/30/19,2019,,SB,FYKE,C2,,UWSP,YEP,203,129,F,Y,NA,SB215_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB216_2019,SB216,4/30/19,2019,,SB,FYKE,C2,,UWSP,YEP,172,60,M,Y,NA,SB216_2019,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
SB217_2019,SB217,4/27/19,2019,,SB,FYKE,C3,,UWSP,BLC,229,164,F,Y,NA,SB217_2019,,1.92,100% INVERTS,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB218_2019,SB218,4/27/19,2019,,SB,FYKE,C3,,UWSP,BLC,225,149,F,Y,NA,SB218_2019,,1.498,100% INVERTS,,,1.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB219_2019,SB219,4/27/19,2019,,SB,FYKE,C3,,UWSP,BLC,224,156,F,Y,NA,SB219_2019,,2.111,100% INVERTS,,,2.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB220_2019,SB220,4/27/19,2019,,SB,FYKE,C3,,UWSP,BLG,168,87,M,Y,NA,SB220_2019,,0.541,100% INVERTS,,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
SB221_2019,SB221,4/27/19,2019,,SB,FYKE,C3,,UWSP,YEP,287,405,F,Y,NA,SB221_2019,,0.311,100% INVERTS,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD338_2019,MCD338,5/2/19,2019,,MCD,FYKE,C5A,,UWSP,ROC,115,32,UNK,N,NA,MCD338_2019,,0.517,100% INVERTS,,,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD339_2019,MCD339,6/12/19,2019,,MCD,FYKE,R5B,,UWSP,YEP,279,241,F,Y,NA,MCD339_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD340_2019,MCD340,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,105,15,UNK,N,NA,MCD340_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD341_2019,MCD341,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,117,24,M,N,NA,MCD341_2019,,0.193,100% INVERTS,,,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD342_2019,MCD342,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,104,16,UNK,N,NA,MCD342_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD343_2019,MCD343,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,99,15,UNK,N,NA,MCD343_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD344_2019,MCD344,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,120,24,UNK,N,NA,MCD344_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD345_2019,MCD345,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,112,20,UNK,N,NA,MCD345_2019,,0.247,100% INVERTS,,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD346_2019,MCD346,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,111,23,UNK,N,NA,MCD346_2019,,0.374,100% INVERTS,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% INVERTS
MCD347_2019,MCD347,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,119,26,UNK,N,NA,MCD347_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD348_2019,MCD348,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,108,18,UNK,N,NA,MCD348_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD349_2019,MCD349,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,97,13,UNK,N,NA,MCD349_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD350_2019,MCD350,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,104,16,UNK,N,NA,MCD350_2019,,0.466,100% FISH,,,,,,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD351_2019,MCD351,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,95,12,UNK,N,NA,MCD351_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD352_2019,MCD352,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,100,15,UNK,N,NA,MCD352_2019,,0.309,100% FISH,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD353_2019,MCD353,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,110,19,UNK,N,NA,MCD353_2019,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPTY
MCD354_2019,MCD354,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,79,8,UNK,N,NA,MCD354_2019,,0.17,100% FISH,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD355_2019,MCD355,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,151,47,F,N,NA,MCD355_2019,,0.105,100% FISH,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD356_2019,MCD356,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,196,112,UNK,N,NA,MCD356_2019,,2.136,100% FISH,,,,,,2.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD357_2019,MCD357,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,200,115,M,Y,NA,MCD357_2019,,5.631,100% FISH,,,,,,5.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD358_2019,MCD358,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,171,66,UNK,N,NA,MCD358_2019,,0.285,100% FISH,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD359_2019,MCD359,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,201,119,F,N,NA,MCD359_2019,,0.732,100% FISH,,,,,,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
MCD360_2019,MCD360,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,319,496,M,Y,NA,MCD360_2019,,1.356,100% TERRESTRIAL INVERT,,,,,1.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% TERRESTRIAL INVERT
MCD361_2019,MCD361,6/25/19,2019,,MCD,EF,EF1,,UWSP,LMB,339,646,M,Y,NA,MCD361_2019,,1.945,100% FISH,,,,,,1.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% FISH
