duplicate,replicate,id_original_iso,id_simple_iso,delta13_C,total_C_ug,C.Comment,delta15_N,total_N_ug,N.Comment,tray_name,lake,year,well_id,material_type,sample_weight,id_year,id_original_fish,id_simple_fish,Lake,Processing.Crew,Species,tl.mm,wt.g,sex,mature,Isotope.ID,diet.wt.g,diet.contents.note,Zooplankton,unknown.benthic.invert,vegetation,unknown.terr.invert,unknown.fish,Mayfly.nymph,Mayfly.adult,Amphipod,Chironomid.larvae,Oligochaete,Chironomid.pupa,Chironomid.adult,Diptera.larvae,Diptera.adult,YP,Megaloptera.larvae,beetle,Crayfish,collembola,leech,Odonata.nymph,Odonata.adult,snail,CMM,BG,frog..tadpole_,frog..adult.,BLN,caddisfly,LMB,LMB.YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis.spp,YOY..unknown.,fish.eggs
FALSE,n,SB090-2020,SB090,-32.33,617.49,,6.08,165.75,,SB2020,SB,2020,B2,fish,1.4,SB090_2020,SB090_2020,SB090,SB,UW,LMB,26,0.5,U,N,SB090_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD255-2020,MCD255,-28.12,581.15,,8.61,165.85,,MCD2020,MCD,2020,E3,fish,1.5,MCD255_2020,MCD255_2020,MCD255,MCD,UWSP,YP,230,133,M,Y,MCD255_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL216,TL216,-33.15,558.25,,8.84,166.09,,SB2017,SB,2017,C10,fish,1.3,TL216_2017,TL216,TL216,SB,"MC, KE, AD",LMB,52,2,NA,NA,TL216,0.01,100 zoop,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD015-2020,MCD015,-28.98,539.37,,8.38,166.15,,MCD2020,MCD,2020,G11,fish,1.4,MCD015_2020,MCD015_2020,MCD015,MCD,UWSP,RB,148,72,M,Y,MCD015_2020,2,100% benthic invert,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA101,AA101,-27.65,526.5,,8.39,166.24,,MCD2020,MCD,2020,E4,zoobenthos,1.4,AA101_2020,AA101,AA101,MCD,UW,snail,NA,1.6,NA,NA,AA101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD257-2019,MCD257,-29.59,613.38,,6.38,166.27,,MCD2019-1,MCD,2019,A5,fish,1.3,MCD257_2019,MCD257_2019,MCD257,MCD,AA ,BG,61,2.3,NA,NA,MCD257_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB093-2020,SB093,-30.34,563.18,,6.36,166.4,,SB2020,SB,2020,C11,fish,1.1,SB093_2020,SB093_2020,SB093,SB,UW,LMB,30,0.5,U,N,SB093_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA098,AA098,-26.48,550.56,,7.52,166.5,,MCD2020,MCD,2020,B1,fish,1.4,AA098_2020,AA098,AA098,MCD,UW,BLB,190,112.3,F,NA,AA098,1.8,fish,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA103,AA103,-27.25,559.93,,6.97,166.71,,MCD2020,MCD,2020,F8,fish,1.3,AA103_2020,AA103,AA103,MCD,UW,GS,90,7.6,NA,NA,AA103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD240-2019,MCD240,-26.77,542.72,,5.71,167.15,,MCD2019-1,MCD,2019,A8,fish,1.2,MCD240_2019,MCD240_2019,MCD240,MCD,"AA, MC, LF",BLB,129,29,F,Y,MCD240_2019,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD282-2019,MCD282,-28.52,806.87,,2.38,167.45,,MCD2019-1,MCD,2019,E9,zoobenthos,2,MCD282_2019,MCD282_2019,MCD282,MCD,AA ,SNAIL,NA,0.9,NA,NA,MCD282_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD171-2020,MCD171,-27.08,601.61,,7.92,167.48,,MCD2020,MCD,2020,E1,fish,1.3,MCD171_2020,MCD171_2020,MCD171,MCD,UWSP,YP,130,23,M,Y,MCD171_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL30,TL30,-28.39,541.86,,7.56,167.55,,MCD2017,MCD,2017,H7,fish,1.2,TL30_2017,TL30,TL30,MCD,"KE, AD",YP,217,118.5,NA,NA,TL30,1.5,100 zoop,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB005-2019,SB005,-33.82,608.12,,6.29,167.73,,SB2019,SB,2019,D1,fish,1.4,SB005_2019,SB005_2019,SB005,SB,AA ,LMB,45,0.9,NA,NA,SB005_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB372-2019,SB372,-33.09,537.56,,8.56,167.9,,SB2019,SB,2019,A8,fish,1.2,SB372_2019,SB372_2019,SB372,SB,UWSP,BG,205,202,F,Y,SB372_2019,0.852,100% INVERTS,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB17,SB17,-29.81,539.89,,11.31,167.94,,SB2017,SB,2017,D3,fish,1.2,SB17_2017,SB17,SB17,SB,NA,WAE,226,88.4,NA,NA,SB17,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,MCD294-2019,MCD294,-27.98,689.17,,4.95,168.29,,MCD2019-1,MCD,2019,B3,fish,1.5,MCD294_2019,MCD294_2019,MCD294,MCD,AA ,CMM,56,2,NA,NA,MCD294_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA095,AA095,-27.46,567.41,,6.51,168.56,,MCD2020,MCD,2020,C6,fish,1.6,AA095_2020,AA095,AA095,MCD,UW,ID,60,1.6,NA,NA,AA095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD191,MCD191,-30.66,535.31,,8.14,168.57,,MCD2017,MCD,2017,D8,fish,1.2,MCD191_2017,MCD191,MCD191,MCD,CS,BC,185,87,M,Y,MCD191,0.178,100% TERRESTRIAL INSECTS,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,CS10,CS10,-31.32,536.39,,9.71,168.6,,SB2018,SB,2018,A10,fish,1,CS10_2018,CS10,CS10,SB,"HE, AD, MC",NP,325,154,NA,NA,CS10,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB144-2020,SB144,-34.71,553.29,,8.5,169.12,,SB2020,SB,2020,C3,fish,1.2,SB144_2020,SB144_2020,SB144,SB,UWSP,BC,238,208,M,N,SB144_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD075-2019,MCD075,-25.98,555.76,,6.9,169.19,,MCD2019-1,MCD,2019,D6,fish,1.3,MCD075_2019,MCD075_2019,MCD075,MCD,"AA, MC, LF",RB,225,254,M,Y,MCD075_2019,2.3,"50% BI, 50% FISH",NA,1.15,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE47,HE47,-31.02,608.62,,5.8,169.23,,MCD2017,MCD,2017,E7,fish,1.3,HE47_2017,HE47,HE47,MCD,"HE, KMP, MC",BLN,55,1.1,NA,NA,HE47,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB143-2020,SB143,-32.88,551.66,,9.35,169.4,,SB2020,SB,2020,C2,fish,1.1,SB143_2020,SB143_2020,SB143,SB,UWSP,BC,233,200,F,Y,SB143_2020,2,"50% benthic invert, 50% unknown",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD315-2019,MCD315,-24.3,581.37,,4.6,169.42,,MCD2019-1,MCD,2019,D8,fish,1.4,MCD315_2019,MCD315_2019,MCD315,MCD,AA ,SS,25,0.1,NA,NA,MCD315_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE123,HE123,-27.3,616.4,,5.24,169.43,,MCD2017,MCD,2017,C5,fish,1.33,HE123_2017,HE123,HE123,MCD,"HE, KMP, MC",BLN,52,0.9,NA,NA,HE123,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB211-2018,SB211,-31.39,549.81,,9.28,169.44,,SB2018,SB,2018,C9,fish,1.2,SB211_2018,SB211_2018,SB211,SB,UWSP,PS,185,150,M,Y,SB211_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB380A-2018,SB380,-31.04,538.86,,10.32,169.62,,SB2018,SB,2018,A9,fish,1.2,SB380_2018,SB380_2018,SB380,SB,UWSP,BC,346,537,F,Y,SB380_2018,6.446,100% INVERTS,NA,6.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB380B-2018,SB380,-33.2128,576.5802,,11.0424,183.1896,,SB2018,SB,2018,A9,fish,1.2,SB380_2018,SB380_2018,SB380,SB,UWSP,BC,346,537,F,Y,SB380_2018,6.446,100% INVERTS,NA,6.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD248-2019,MCD248,-26.94,734.22,,5.62,169.9,,MCD2019-1,MCD,2019,C5,fish,1.4,MCD248_2019,MCD248_2019,MCD248,MCD,AA ,ID,53,1.3,NA,NA,MCD248_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB196-2018,SB196,-32.95,572.18,,9.45,170.02,,SB2018,SB,2018,A7,fish,1.3,SB196_2018,SB196_2018,SB196,SB,UWSP,BC,112,18,UNK,,SB196_2018,0.06,100% INVERTS,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB322-2019,SB322,-32.83,563.93,,7.43,170.05,,SB2019,SB,2019,D2,fish,1.4,SB322_2019,SB322_2019,SB322,SB,UWSP,LMB,47,2,UNK,N,SB322_2019,0.053,100% FISH,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL120,TL120,-30.44,538.05,,9.65,170.17,,SB2017,SB,2017,C4,fish,1.2,TL120_2017,TL120,TL120,SB,"QS, KE",BG,180,117.5,NA,NA,TL120,1,"90 b. inv, 10 plant",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,TL101,TL101,-34.17,550.91,,8.92,170.17,,SB2017,SB,2017,D8,fish,1.1,TL101_2017,TL101,TL101,SB,"QS, KE",YP,135,39,NA,NA,TL101,1.5,"80 b inv, 20 zoop",0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB385-2019,SB385,-34.56,568.38,,6.61,170.42,,SB2019,SB,2019,A7,fish,1.3,SB385_2019,SB385_2019,SB385,SB,UWSP,BG,134,52,F,Y,SB385_2019,0.587,100% INVERTS,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD628-2018,MCD628,-28.05,545.4,,8.35,170.54,,MCD2018,MCD,2018,C10,fish,1.5,MCD628_2018,MCD628_2018,MCD628,MCD,UWSP,BC,282,381,F,Y,MCD628_2018,4.57,"60% FISH, 40% INVERTS",NA,1.828,NA,NA,2.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD064-2019,MCD064,-28.06,557.44,,10.16,170.61,,MCD2019-1,MCD,2019,A3,fish,1.2,MCD064_2019,MCD064_2019,MCD064,MCD,"AA, MC, LF",BC,313,395,F,Y,MCD064_2019,2,"50% BI, 50% ZOOP",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB102-2020,SB102,-31.95,559.99,,6.26,170.73,,SB2020,SB,2020,C12,fish,1.2,SB102_2020,SB102_2020,SB102,SB,UW,PS,57,4,U,N,SB102_2020,1,100% aquatic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD557-2019,MCD557,-28.46,550.34,,6.89,171.04,,MCD2019-1,MCD,2019,B11,fish,1.4,MCD557_2019,MCD557_2019,MCD557,MCD,UWSP,GS,134,19,UNK,N,MCD557_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD365-2020,MCD365,-27.94,558.81,,7.65,171.08,,MCD2020,MCD,2020,F4,fish,1.3,MCD365_2020,MCD365_2020,MCD365,MCD,UWSP,BG,116,25,U,U,MCD365_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,CS15,CS15,-30.85,552.7,,11.19,171.11,,SB2018,SB,2018,A12,fish,1.3,CS15_2018,CS15,CS15,SB,"HE, AD, MC",WAE,300,169,NA,NA,CS15,0.7,100 yp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,CS05,CS05,-24.1,549.63,,10.55,171.17,,MCD2018,MCD,2018,F6,fish,1.2,CS05_2018,CS05,CS05,MCD,"HE, CS, JM",WAE,190,NA,NA,NA,CS05,2,100 fish,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,M22,M22,-28.19,578.81,,8.61,171.23,,MCD2017,MCD,2017,F5,fish,1.3,M22_2017,M22,M22,MCD,NA,LMB,361,716,NA,NA,M22,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,SB036-2018,SB036,-32.24,575.25,,4.98,171.28,,SB2018,SB,2018,D6,fish,1.2,SB036_2018,SB036_2018,SB036,SB,"HE, AD, LF",YP,50,1,U,N,SB036,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE142,HE142,-28.1,583.25,,4.95,171.69,,MCD2017,MCD,2017,A9,fish,1.407,HE142_2017,HE142,HE142,MCD,"HE, KMP, MC",BLB,39,0.8,NA,NA,HE142,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB032-2020,SB032,-32.63,558.81,,7.89,171.78,,SB2020,SB,2020,D4,fish,1.2,SB032_2020,SB032_2020,SB032,SB,UWSP,YP,170,75,F,Y,SB032_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD267-2019,MCD267,-24.39,588.13,,4.46,171.98,,MCD2019-1,MCD,2019,E7,zoobenthos,1.4,MCD267_2019,MCD267_2019,MCD267,MCD,AA ,crayfish,89,17.9,NA,NA,MCD267_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD122-2019,MCD122,-26.6,563.05,,6.57,172.67,,MCD2019-1,MCD,2019,G9,fish,1.3,MCD122_2019,MCD122_2019,MCD122,MCD,"AA, MC, LF",PS,97,17,M,Y,MCD122_2019,0.1,100% BI,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD552-2019,MCD552,-27.52,568.53,,7.91,172.93,,MCD2019-1,MCD,2019,E5,fish,1.4,MCD552_2019,MCD552_2019,MCD552,MCD,UWSP,YP,255,196,F,Y,MCD552_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB051-2018,SB051,-33.15,570.06,,8.78,173.38,,SB2018,SB,2018,B8,fish,1.3,SB051_2018,SB051_2018,SB051,SB,MC,BC,114,18.2,F,N,MCD174,0.2,"50 zoop, 50 amphipod",0.1,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB147-2020,SB147,-32.63,565.8,,8.16,173.39,,SB2020,SB,2020,C4,fish,1.3,SB147_2020,SB147_2020,SB147,SB,UWSP,BC,165,59,F,Y,SB147_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD115-2020,MCD115,-31.2,617.93,,8.69,173.63,,MCD2020,MCD,2020,G6,fish,1.3,MCD115_2020,MCD115_2020,MCD115,MCD,UWSP,PS,116,31,U,U,MCD115_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB081-2020,SB081,-30.35,581.89,,6.66,174.43,,SB2020,SB,2020,B8,fish,1.3,SB081_2020,SB081_2020,SB081,SB,UW,YP,35,1,U,N,SB081_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB106-2020,SB106,-32.23,576.54,,6.86,174.57,,SB2020,SB,2020,C10,fish,1.2,SB106_2020,SB106_2020,SB106,SB,UW,BG,58,3,U,N,SB106_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCDzoop81518,MCDzoop81518,-32.53,1018.57,,1.71,204.94,,MCD2018,MCD,2018,C4,zooplankton,2.1,MCDzoop81518_2018,MCDzoop81518,MCDzoop81518,MCD,NA,daphia,NA,NA,NA,NA,MCDzoop81518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB254-2018,SB254,-32.51,577.18,,9.67,174.86,,SB2018,SB,2018,D8,fish,1.2,SB254_2018,SB254_2018,SB254,SB,UWSP,YP,164,69,F,Y,SB254_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD811-2018,MCD811,-27.38,577.78,,8.8,174.9,,MCD2018,MCD,2018,G2,fish,1.2,MCD811_2018,MCD811_2018,MCD811,MCD,UWSP,WAE,248,138,M,N,MCD811_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,CS13,CS13,-32.11,561.2,,11.2,174.91,,SB2018,SB,2018,D1,fish,1.2,CS13_2018,CS13,CS13,SB,"HE, AD, MC",WAE,425,609,NA,NA,CS13,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA037,AA037,-28.15,585.15,,7.79,174.92,,MCD2020,MCD,2020,F7,fish,1.3,AA037_2020,AA037,AA037,MCD,UW,GS,118,14,UNK,NA,AA037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
